,cell_0,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9,cell_10,cell_11,cell_12,cell_13,cell_14,cell_15,cell_16,cell_17,cell_18,cell_19,cell_20,cell_21,cell_22,cell_23,cell_24,cell_25,cell_26,cell_27,cell_28,cell_29
gene_181,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
gene_182,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0
gene_183,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,1,0,2,1,2,0,1,0,0
gene_184,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
gene_185,2,1,1,0,0,0,0,1,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,3,0,3,0,0,0,1
gene_186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
gene_187,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1
gene_188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_189,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
gene_190,0,1,0,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_191,2,3,1,1,1,3,0,0,2,0,2,0,2,1,1,3,0,0,2,2,2,1,1,4,5,4,1,0,1,0
gene_192,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
gene_193,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,1,0,1,2
gene_194,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,2,0,1,6,1,0,0,1,1,1,0,0,1,0
gene_195,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
gene_196,2,0,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,1,0,0,2,1,2,0,0,0,0
gene_197,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
gene_198,1,2,1,2,0,0,0,3,1,2,1,2,5,2,1,6,3,1,2,3,0,1,1,0,0,3,0,0,0,1
gene_199,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_200,1,0,0,0,0,0,1,0,0,2,1,2,0,0,0,0,1,2,0,0,0,0,0,2,0,1,0,0,0,0
gene_201,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,2,2,4,0,1,1,2,0,1,0,0,1,1
gene_202,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,3,0,0,0
gene_203,0,7,0,0,0,0,0,2,1,2,0,0,2,0,0,0,1,0,3,0,0,1,0,0,0,9,1,0,1,0
gene_204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
gene_205,0,3,3,0,0,0,0,0,0,0,1,2,0,0,2,0,2,0,0,0,1,0,0,1,1,1,0,2,1,0
gene_206,19,18,9,7,20,8,2,4,2,5,13,3,13,0,10,7,13,9,12,16,8,2,5,19,14,20,5,5,6,12
gene_207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,1
gene_208,0,4,0,0,2,0,0,2,0,0,0,1,2,0,0,1,1,2,1,2,1,0,1,1,1,1,1,0,1,0
gene_209,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
gene_210,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
gene_211,0,3,1,0,1,0,0,1,0,0,1,3,1,0,0,1,0,1,1,3,1,0,0,2,3,3,0,2,1,1
gene_212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
gene_213,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
gene_214,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
gene_215,0,3,1,0,0,0,1,0,0,0,0,0,1,1,0,1,2,0,3,1,0,1,0,1,0,0,0,1,0,0
gene_216,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
gene_217,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,4,0,0,2,0,0,0,1,0,2,0,1,0,0
gene_218,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0
gene_219,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_220,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
gene_221,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
gene_222,2,2,4,0,4,3,2,0,0,0,4,3,3,0,0,0,1,1,3,4,0,0,0,1,1,2,0,0,4,0
gene_223,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
gene_224,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0
gene_225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
gene_226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,2,0
gene_227,1,4,0,0,2,0,0,1,0,1,1,2,2,1,0,1,3,0,1,1,0,0,2,0,0,6,0,0,0,0
gene_228,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0
gene_229,6,1,1,0,3,3,0,2,0,1,0,1,0,0,1,3,5,2,2,8,0,0,1,1,1,6,1,3,1,1
gene_230,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,3,0,0,0,2,0,1,1,0,1,0
gene_231,2,1,0,1,0,1,0,0,0,0,0,1,4,0,1,2,0,0,0,1,0,0,0,1,1,1,0,1,2,0
gene_232,0,1,1,0,2,3,1,6,0,1,0,1,1,1,0,1,2,1,7,7,1,0,1,2,0,4,5,0,1,1
gene_233,1,4,1,0,1,0,0,0,1,2,0,2,4,0,0,0,2,0,1,4,0,0,0,3,1,5,2,0,0,0
gene_234,0,2,1,0,0,0,0,1,1,1,1,1,0,0,3,0,1,0,1,2,0,0,1,0,0,3,0,2,3,0
gene_235,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
gene_236,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
gene_237,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,2,1,0,2,0,2,1,0,0,0,1
gene_238,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0
gene_239,0,1,0,0,0,0,1,0,0,2,0,0,1,1,0,0,3,1,0,1,0,0,0,1,0,0,0,0,1,0
gene_240,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
gene_241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
gene_242,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
gene_243,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_244,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,2,1,1,6,0,1,0,1,0,0,0,1,0,0
gene_245,3,4,2,6,3,0,0,0,0,4,1,3,2,1,0,0,3,3,1,2,3,1,2,3,4,4,0,0,0,4
gene_246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
gene_247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
gene_248,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_249,1,4,1,0,7,1,1,5,0,0,1,1,1,2,1,0,5,2,1,6,0,0,0,1,1,5,1,2,4,3
gene_250,2,0,0,2,4,1,0,5,1,0,0,2,1,3,0,0,6,0,2,2,0,0,0,2,0,1,1,2,1,0
gene_251,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_252,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
gene_253,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0
gene_254,5,0,0,0,2,2,0,3,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0
gene_255,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,2
gene_256,0,3,5,1,4,0,4,0,1,3,2,0,4,3,1,2,0,1,2,2,0,1,0,1,2,9,0,2,0,1
gene_257,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0
gene_258,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1
gene_259,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_260,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,1
gene_261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_262,1,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0
gene_263,0,2,0,0,1,0,0,0,1,0,1,1,1,0,0,1,3,0,0,2,2,0,0,1,2,0,1,0,1,0
gene_264,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_265,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
gene_266,1,3,1,0,0,1,0,1,0,1,1,0,1,0,0,3,1,0,1,0,1,0,0,4,2,1,1,1,3,0
gene_267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
gene_268,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
gene_269,1,1,0,0,1,0,0,1,4,0,2,1,1,0,0,1,2,0,2,3,0,1,0,3,1,1,0,1,0,1
gene_270,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
gene_271,7,5,1,0,0,2,0,3,1,4,2,0,2,4,0,3,2,1,4,4,0,2,0,6,0,3,2,0,18,1
gene_272,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0
gene_273,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
gene_274,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,2,0,1,0,0,1
gene_275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,2,1,1,0,0,1,0
gene_276,0,0,0,1,1,1,0,0,0,2,4,0,2,1,1,0,3,1,1,4,0,0,1,1,1,0,0,0,0,0
gene_277,2,2,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
gene_278,1,3,1,0,2,0,0,0,1,0,1,1,1,0,0,0,1,0,2,0,0,1,0,1,0,1,1,0,2,0
gene_279,2,2,0,0,2,0,0,2,0,0,1,0,2,0,0,0,4,0,1,1,0,1,0,1,1,2,2,1,2,0
gene_280,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0
gene_281,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,4,0,1,2,0,1,0
gene_282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
gene_283,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
gene_285,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
gene_286,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
gene_287,1,3,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,2,3,2,0,1,1,1,0,1,0,1,0,0
gene_288,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
gene_289,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_290,3,4,3,2,3,0,3,1,1,2,4,3,3,0,0,2,3,1,1,5,5,2,3,8,1,7,0,2,1,0
gene_291,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,2,0,0,0,0,1,1,0,0,0,0
gene_292,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
gene_293,0,2,1,1,1,0,0,0,1,1,0,0,1,0,0,0,2,0,1,2,0,0,0,3,0,0,0,1,1,0
gene_294,1,1,2,0,3,0,1,0,0,1,0,0,2,1,0,1,0,3,2,0,2,0,2,4,1,4,0,1,0,1
gene_295,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,2,1,0,0,0,1,0,0,0,1,0,1,1,0
gene_296,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
gene_297,2,6,0,1,1,0,0,0,1,0,1,0,1,2,2,0,1,1,2,2,0,0,0,0,1,2,1,0,1,2
gene_298,0,1,0,0,1,0,0,1,0,1,1,0,2,0,0,1,2,0,0,1,0,0,0,1,0,1,0,1,0,1
gene_299,0,1,1,1,0,1,0,0,1,2,2,2,1,0,1,1,2,0,0,0,0,0,0,2,0,1,0,0,1,1
gene_300,0,5,1,2,7,6,0,0,2,2,2,0,4,0,0,3,3,0,3,9,0,0,0,3,3,3,0,7,0,0
gene_301,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0
gene_302,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,2,0,0,0,1,0,0
gene_303,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
gene_304,3,6,1,0,3,5,1,0,1,4,6,0,8,3,0,1,3,2,4,3,2,0,1,2,1,6,3,1,2,0
gene_305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
gene_306,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,2,0,4,0,1,0,0,1,0,0,0,0,0,1
gene_307,0,3,1,0,1,0,0,2,0,0,0,0,1,0,0,1,3,0,0,1,0,1,0,3,1,0,0,0,0,1
gene_308,3,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1
gene_309,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,2,1,1,2,0,1,3,1,2,1,3,0,1,1
gene_310,0,5,0,0,1,2,0,0,0,1,1,0,1,3,1,0,3,0,3,1,0,0,1,3,1,2,1,0,0,0
gene_311,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
gene_312,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
gene_313,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,4,0,1,1,1,0,0,0,0,0,0,0,0,1
gene_314,0,2,0,0,0,0,1,0,5,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,2,1,0,0,0
gene_315,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,2,1,2,0,0,1,0
gene_316,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0
gene_317,0,0,1,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
gene_318,0,1,1,0,1,0,0,0,1,0,2,0,1,0,1,0,0,0,2,3,3,0,1,0,0,2,1,0,0,0
gene_319,0,2,0,1,7,1,3,0,2,0,1,0,1,0,1,0,1,1,8,14,0,2,0,1,0,3,5,1,1,2
gene_320,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,3
gene_321,0,3,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,3,0,1,4,0,0,0,0
gene_322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
gene_323,2,0,0,0,4,1,0,1,0,0,1,0,1,0,0,0,3,0,2,2,1,0,1,0,0,3,0,1,3,2
gene_324,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
gene_325,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0
gene_326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
gene_327,0,0,1,1,3,0,0,0,0,0,2,1,1,1,0,2,1,3,1,1,1,0,1,0,1,1,0,1,1,1
gene_328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_329,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
gene_330,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
gene_331,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_332,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
gene_333,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,2,0,1,0,1,0,0
gene_334,2,1,0,2,2,0,0,1,0,0,0,0,2,0,1,0,1,1,0,2,1,0,1,2,0,2,1,0,0,0
gene_335,1,1,0,1,0,1,0,2,0,0,0,0,2,1,0,1,1,0,1,2,0,0,0,0,0,0,1,1,0,1
gene_336,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,1,0
gene_337,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1
gene_338,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_339,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
gene_340,1,4,0,0,2,0,0,0,0,0,0,1,0,0,3,1,5,0,5,2,1,0,1,1,2,1,2,1,1,4
gene_341,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
gene_342,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_344,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
gene_345,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0
gene_346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_347,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
gene_348,0,0,0,0,3,0,0,1,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,1
gene_349,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
gene_350,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0
gene_351,2,4,1,3,8,2,1,1,0,1,1,2,6,0,3,3,7,5,9,10,1,4,1,2,2,7,0,2,0,0
gene_352,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
gene_353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
gene_354,2,1,2,0,0,5,0,0,0,0,1,1,0,1,1,0,1,0,0,4,1,1,1,2,1,0,1,0,0,2
gene_355,2,1,0,1,1,1,1,0,0,0,0,0,2,0,0,1,1,0,2,0,1,3,1,0,0,4,0,1,0,1
gene_356,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
gene_357,1,1,1,1,3,0,1,0,0,2,1,3,1,1,0,0,1,0,0,2,3,0,2,0,4,7,1,0,3,4
gene_358,3,2,0,1,1,1,1,0,1,4,0,2,4,2,1,1,0,6,2,4,1,0,2,0,1,3,0,0,4,2
gene_359,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
gene_360,2,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,3,2,0,0,1,0,1,1,1,1,0,1
gene_361,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0
gene_362,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
gene_363,0,1,0,0,0,5,0,1,2,0,0,0,0,0,0,0,7,0,0,5,0,0,1,0,0,0,1,0,1,0
gene_364,2,2,2,1,1,0,3,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,2,3,1,0,0,0,1
gene_365,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,2,0
gene_366,1,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3,2,2,0,0,0,0
